,id,xcenter,ycenter,aperture_sum,aperture_sum_err,total_bkg,total_bkg_err,corrected_sum,corrected_sum_err,magnitudes,magnitudes_err,star_id,plx
0,1,2322.0,66.0,386770.4532706634,621.9087168668477,384412.0646941743,1617.2985900746546,2358.3885764891165,1732.75075575584,16.780477154461472,0.07300066474627223,6.0,5.4283147714168
1,2,747.0,162.0,593741.2130346042,770.5460478987501,382355.6004259928,1607.8183658519295,211385.6126086114,1782.924874890457,11.899326998618529,0.07300000000001101,19.0,5.2471807314599
2,3,1836.0,351.0,383547.8314040372,619.3123852764398,382978.6459708765,1771.6703095035073,569.1854331606883,1876.7960773970747,18.323881118599843,0.073229500728977,44.0,5.3384212852391
3,4,2807.0,578.0,384035.4260966993,619.70591907131,383681.5765552519,1626.8877994842312,353.8495414474164,1740.9191073231004,18.839968968004637,0.074312331436262,77.0,5.3058218168891
4,5,2914.0,600.0,387699.2852774728,622.6550276662335,383948.3021974987,1669.4273739791022,3750.983079974132,1781.7651473942346,16.276652798033847,0.0730001098417179,83.0,5.6441799851531
5,6,2623.0,919.0,386963.23600727925,622.0636908501041,383372.0953463033,1606.7192962951124,3591.1406609759433,1722.9364853531645,16.323934520131644,0.07300012225190955,134.0,5.3582858581244
6,7,2316.0,958.0,385487.45979212143,620.876364728941,382990.9008483296,1638.3323591737947,2496.558943791839,1752.0332129828466,16.718661000328844,0.07300054120637932,136.0,5.3393478267352
7,8,82.0,1082.0,381231.57474460383,617.4395318273181,381060.07952717674,2028.2539215616498,171.49521742708748,2120.1522458996546,19.626385527955854,0.10259474074006598,164.0,5.4438638544925
8,9,2419.0,1314.0,383575.8097345712,619.3349743179041,383203.18517116865,1621.3679117119802,372.6245634025545,1735.62948682679,18.78383686039134,0.07406249328548584,194.0,5.359560513494
9,10,2031.0,1409.0,1070693.4259990589,1034.7431715599607,383298.65468359995,1638.159909475451,687394.7713154589,1937.5916288275464,10.619,0.07300000000000022,203.0,5.3668737061325
10,11,3284.0,1627.0,384110.35948648676,619.766375739081,394225.74959882395,60926.61168476451,-10115.39011233719,60929.763841217864,,0.07300242866919052,230.0,5.3653318124857
11,12,1453.0,1642.0,1435177.160110873,1197.9887981972017,383172.0064510369,1699.8008269863337,1052005.153659836,2079.5432219671225,10.156970892394428,0.07300000000000013,232.0,5.4177112307184
12,13,773.0,1901.0,381260.9289795697,617.463301726644,381312.4203336468,1635.0652818624342,-51.491354077123106,1747.7698375160987,,0.6632273142249396,264.0,5.723338169284401
13,14,2121.0,1995.0,382573.1297295527,618.5249625759809,382044.1499001462,1635.514171958867,528.9798294065404,1748.5650505508559,18.403417780316843,0.0732669690257026,279.0,5.2336278309741
14,15,1880.0,2075.0,382046.11289135175,618.0987885721416,381694.7706918316,1627.7803283741855,351.34219952014973,1741.1820438645466,18.847689771360145,0.07435025626464876,292.0,5.5253593511045
15,16,1728.0,2316.0,1086942.950545823,1042.5655603195796,382263.5418352169,1563.6851305556258,704679.408710606,1879.375996198005,10.592036607719894,0.0730000000000002,325.0,5.3947671435028
16,17,3191.0,2514.0,383442.8525309389,619.2276260752706,382787.6531754374,1625.0429251803687,655.199355501507,1739.0248306374422,18.171081906978664,0.07311231322645641,350.0,5.3840864152400005
17,18,509.0,2517.0,381854.8906396795,617.9440840508302,380498.4586273642,1630.5725456511905,1356.4320123153157,1743.7378580637694,17.381020483998366,0.0730061517562,352.0,5.3620924194335
18,19,952.0,2667.0,549532.3478203097,741.3044919460173,380907.6388823344,1655.2688678561124,168624.7089379753,1813.6833722215679,12.144712528237132,0.07300000000002797,369.0,5.5444840416606
19,20,3313.0,3089.0,669531.6888540569,818.2491609173718,382941.9685633622,1579.917967710839,286589.7202906947,1779.2336760632456,11.568864039362284,0.07300000000000331,427.0,5.3956493436395006
20,21,3153.0,3213.0,383344.2738625161,619.1480238642664,382648.05946938304,1568.2358794184888,696.2143931330647,1686.0332288986797,18.105158067372322,0.07308282493638572,443.0,5.4120265655362
21,22,2680.0,3302.0,382970.7894464287,618.8463373489636,382231.4965581258,1625.2769462501763,739.2928883029381,1739.1078003569892,18.039974239653283,0.07306931510718992,455.0,5.3874330726631
22,23,3213.0,3309.0,479464.9676047146,692.4340893984025,383772.7731105742,2223.626665697772,95692.19449414039,2328.9440775946478,12.759824275096978,0.07300000000044315,458.0,5.5217257718719
23,24,1918.0,3343.0,381519.77180139197,617.6728673158236,381200.88212059054,1638.891602310945,318.88968080142513,1751.423836523726,18.952914396360683,0.07500422527653096,463.0,5.4620404597975
24,25,891.0,3528.0,380693.43509191443,617.0035947824069,380546.09738384467,1686.4033285223534,147.33770806976827,1795.7309437735057,19.791230786233815,0.11032538440512078,487.0,5.4857720493635
25,26,3236.0,3797.0,403103.2680028875,634.904140571468,383259.6433137545,1610.1185176982112,19843.624689132965,1730.7758112330664,14.467963049739891,0.07300000013232598,526.0,5.3775165303148
26,27,3239.0,3821.0,384478.36516799155,620.0631942947821,383513.321169729,2125.4830896443746,965.0439982625539,2214.0814640123895,17.750647775509734,0.07303870176504705,531.0,5.6268481808374
27,28,1956.0,605.0,928350.0580334407,963.5092434802409,383580.16270070715,1657.5684006110023,544769.8953327336,1917.2592586752532,10.871482811080408,0.07300000000000038,85.0,5.2493
28,29,2318.0,1526.0,1999135.654197508,1413.9079422393831,384747.7871875928,1696.0159017426813,1614387.8670099152,2208.077355549766,9.691995848483126,0.0730000000000001,212.0,5.541
29,30,21.0,2609.0,527338.0375704247,726.1804438643128,380296.73261900863,1767.807159191941,147041.3049514161,1911.146302390597,12.293417190096287,0.07300000000005362,359.0,5.4328
0,1,1259.0,1556.0,246556.78519381364,496.5448462914611,89211.90450638013,695.4194122111858,157344.88068743353,854.496894821018,9.321801141107505,0.07300000000076289,218.0,5.3772342033552
1,2,443.0,3368.0,329776.3526912315,574.2615716491805,89281.56119729557,820.7141836048978,240494.79149393598,1001.6726630208298,8.861168496967357,0.07300000000075678,468.0,5.3185976745859
2,3,3219.0,3376.0,280047.38265455456,529.1950318360296,89660.75762232505,789.2389440922967,190386.62503222952,950.2344408575495,9.114841596630352,0.07300000000075943,471.0,5.4054698138227
3,4,2841.0,1906.0,1621606.8127197518,1273.4232615447131,90853.94115968615,1038.9155241711521,1530752.8715600658,1643.4574133232034,6.851669977690769,0.07300000000075474,539.0,5.3784409046191
4,5,2526.0,1758.0,1343284.4570112922,1159.0014870909804,90649.75920017494,985.9440519476725,1252634.6978111174,1521.6340298015482,7.069371591134097,0.07300000000075474,540.0,5.421853012509501
5,6,2655.0,2041.0,262248.2086876188,512.1017555134065,89715.58355308771,814.9049015101455,172532.62513453106,962.4542620328369,9.221754608995198,0.07300000000076189,542.0,5.3780214749562
0,1,3571.0,268.0,963163.6774160597,981.4090246920101,341935.75178900384,2640.4380289150413,621227.9256270558,2816.926810956875,13.446154577091793,0.004496912521106021,0.0,5.3890364338391
1,2,210.0,338.0,420459.5418128404,648.4285171663028,339549.10525535984,1799.9638742430668,80910.43655748054,1913.1987587426981,15.659270641067975,0.004496912530596466,9.0,5.3643876412787
2,3,3458.0,392.0,537797.9979181692,733.3471185817683,342039.8009075749,1870.4904281321208,195758.19701059436,2009.1123507823218,14.699982111212842,0.0044969125214057186,17.0,5.4193228558734
3,4,4038.0,467.0,341776.6685000945,584.6166854607957,341305.1597716036,2023.9998350691603,471.50872849090956,2106.7396614862396,21.245557660338036,0.010489014366900425,24.0,5.3701870655123
4,5,3372.0,656.0,348168.92419906775,590.0584073720748,341786.6520068507,1920.6027172756176,6382.27219221706,2009.1997714804158,18.416843696883614,0.004497183033672603,47.0,5.4098873660766
5,6,3150.0,669.0,343591.59150710783,586.1668635491434,342545.2540953828,5192.117619442018,1046.3374117250205,5225.100665637294,20.380102617756243,0.0065574023610251685,49.0,5.5274038841671
6,7,3748.0,699.0,416687.82581121364,645.5136126347119,341613.74071339,1958.0445297441343,75074.08509782364,2061.7046841285596,15.740556881412202,0.004496912535978225,55.0,5.398444417755299
7,8,613.0,820.0,345236.55859702814,587.5683445110114,339495.30573994515,1829.1607673889434,5741.252857082989,1921.2146346585848,18.531765315802936,0.004497290234507173,73.0,5.4647587695276
