,id,xcenter,ycenter,aperture_sum,aperture_sum_err,total_bkg,total_bkg_err,corrected_sum,corrected_sum_err,magnitudes,magnitudes_err,star_id
0,1,3571.0,268.0,111424.08517774782,333.802464314643,111581.60788890994,765.3611622610313,-157.5227111621207,834.9861040041835,,0.07676824406354373,0
1,2,210.0,338.0,110902.37946586509,333.02008822540256,110900.11055250329,855.3301870728374,2.2689133617968764,917.8736885213073,23.226061206883728,178.29826937251994,1
2,3,3458.0,392.0,111624.33480328706,334.10228248421134,111609.98609981939,698.1409354698294,14.348703467665473,773.9671187717527,21.223574337438965,3.7598484032964206,2
3,4,4038.0,467.0,111926.21328617918,334.5537522210301,102184.57617487687,31278.784099653083,9741.637111302305,31280.573219904967,14.144026119920081,0.06900078729963827,3
4,5,3372.0,656.0,111558.81337517255,334.00421213895174,111472.59427267229,659.7909180255081,86.21910250026849,739.5152934426065,19.27659724431448,0.12106804023967091,4
5,6,3150.0,669.0,111490.91351108807,333.90255099952503,111880.9013163914,1541.923668945563,-389.9878053033317,1577.6626744708567,,0.06977537498127939,5
6,7,3748.0,699.0,111531.13336208626,333.96277241160533,111527.65081546854,699.5599462710678,3.482546617713524,775.187236597472,22.76086364206245,63.916500558977305,6
7,8,613.0,820.0,110963.04867939974,333.11116548305887,110928.60257190923,760.1298174331279,34.44610749051208,829.9158920760598,20.27275560745351,0.702840502707441,7
8,9,1937.0,1086.0,111454.3702483954,333.8478250872928,111509.08296520633,755.8915083560315,-54.71271681092912,826.3330700875235,,0.28453713531959907,8
9,10,1292.0,1102.0,110980.95733105778,333.13804526597494,111117.62588287426,696.1396806653502,-136.66855181647406,771.7456914039044,,0.08042486763524306,9
10,11,534.0,1150.0,110722.28862037351,332.74958896950994,110922.90780229503,914.2682249175685,-200.61918192151643,972.9381666135313,,0.07311197057814837,10
11,12,2853.0,1156.0,111536.66396765172,333.9710526074803,111563.18546417012,742.2646586060011,-26.521496518398635,813.9370291338464,,1.159218934304117,11
12,13,3612.0,1234.0,111441.12417824127,333.82798565542237,111586.3293464955,705.0376707560217,-145.20516825423692,780.0764329165659,,0.0782931604734122,12
13,14,2640.0,1467.0,111785.24532822227,334.3430053856787,111775.09487982964,785.3803821513891,10.150448392625549,853.5851392325138,21.599392919959783,8.284979775366173,13
14,15,4016.0,1535.0,111619.64280223136,334.0952595347768,105310.01765650958,25916.407995823607,6309.625145721788,25918.56136147285,14.615597092138628,0.06900307127565686,14
15,16,733.0,1585.0,110871.12433318805,332.97315858111534,110884.16264067804,739.2716153365019,-13.038307489987346,810.7981534128734,,4.769971187861454,15
16,17,1821.0,1591.0,110954.47819706501,333.0983013535352,111029.14308114206,681.7566236978821,-74.66488407705037,758.7796599280625,,0.15259856696579838,16
17,18,1385.0,1692.0,111219.59348112272,333.4960172110923,111262.33899996756,716.9121080338647,-42.745518844836624,790.6848703125796,,0.43820174582164984,17
18,19,2293.0,1803.0,111609.23871383528,334.0796890169768,111679.30273175167,723.2398654260537,-70.06401791638928,796.6712882708754,,0.1763482916304499,18
19,20,2030.0,1879.0,111125.01338826912,333.3541862026094,111174.79868846256,732.1365442595891,-49.7853001934418,804.4556749126561,,0.3318170482393711,19
20,21,1109.0,1975.0,110976.67035028712,333.1316113883492,110987.04213647595,747.4872411430119,-10.371786188828992,818.3604622522946,,7.607735264231733,20
21,22,1236.0,1991.0,111215.90146597709,333.4904821555195,111006.95756611062,710.854984969453,208.94389986647002,785.1946964570266,18.31553174766373,0.0713054796683039,21
22,23,986.0,1993.0,110876.62431206409,332.9814170166016,110923.04733523497,795.3060078482156,-46.42302317087888,862.1996695649157,,0.40598117014558516,22
23,24,3622.0,2165.0,111580.77677256355,334.0370886427508,111664.5647249294,783.4435032532996,-83.78795236584847,851.6833328055257,,0.13956490438489935,23
24,25,3534.0,2262.0,111603.17057077104,334.0706075886283,111548.146411587,804.9585383464326,55.024159184031305,871.5282091312137,19.764222451454735,0.2960098344577839,24
25,26,1777.0,2369.0,111060.63486553868,333.2576108564162,111237.78548943749,825.5196851675807,-177.15062389880768,890.2490582937497,,0.0746038464707205,25
26,27,2038.0,2401.0,110912.74873575295,333.0356570325842,111068.007215644,788.5338817016024,-155.25847989105387,855.9780554701865,,0.07760133789999767,26
27,28,1448.0,2450.0,111051.68702980479,333.2441856017455,111047.4550458591,784.1352208748128,4.231983945690445,852.0092322585256,22.549245959908067,47.57258322432127,27
28,29,1713.0,2549.0,110886.84246939252,332.9967598923479,110961.15931540713,765.3082966312188,-74.31684601461166,834.61585833926,,0.16612410489965274,28
