,id,xcenter,ycenter,aperture_sum,aperture_sum_err,total_bkg,total_bkg_err,corrected_sum,corrected_sum_err,magnitudes,magnitudes_err,star_id
0,1,2322.0,66.0,120080.6367580262,346.5265307960818,111396.83016227174,798.4282698663359,8683.80659575446,870.3840179296253,14.268830632776574,0.0690000009653887,6.0
1,2,747.0,162.0,311653.40025475743,558.259259306162,111198.30166488427,797.0286580026551,200455.09858987317,973.0920214854184,10.860563221075823,0.06900000000000438,19.0
2,3,1836.0,351.0,114684.5898114517,338.6511336475427,111157.85551519606,747.4272069385416,3526.734296255643,820.5681080767857,15.247174135659156,0.06900003153981335,44.0
3,4,2807.0,578.0,113594.24207682272,337.0374494738657,111485.93754727519,723.1423493707053,2108.3045295475313,797.8277381748718,15.805772634144788,0.06900023345601859,77.0
4,5,2914.0,600.0,114743.16479015033,338.7376036736416,111627.82844034002,759.0798418583818,3115.3363498103135,831.2312376579137,15.381843632467483,0.0690000531550693,83.0
5,6,2623.0,919.0,124329.98559296048,352.6045740788489,111475.85599377447,750.8689112178772,12854.12959918601,829.5384906650485,13.842999302963104,0.06900000018265165,134.0
6,7,2316.0,958.0,120432.77573492954,347.0342575519119,111326.46150023422,715.5746744486011,9106.314234695325,795.2860432742599,14.217249407225081,0.06900000066649545,136.0
7,8,82.0,1082.0,112195.73590886901,334.95631981163103,110882.05720939094,1166.820627688613,1313.6786994780705,1213.9465035088656,16.319383093319182,0.06900358551954709,164.0
8,9,2419.0,1314.0,114090.72036803182,337.7731794831192,111478.95852679225,697.0048879782887,2611.7618412395677,774.5363352637255,15.57327205769186,0.06900009342646642,194.0
9,10,2031.0,1409.0,623691.8216965483,789.741614813296,111960.03375976201,773.7692937423052,511731.78793678625,1105.6268530143334,9.843,0.06900000000000026,203.0
10,11,1259.0,1556.0,1466333.4786638243,1210.9225715761145,112957.17761907258,1062.8910318981596,1353376.3010447517,1611.232702014841,8.787059570449799,0.06900000000000013,218.0
11,12,3284.0,1627.0,114673.55054425653,338.6348341061869,120945.19975974543,54751.43410841279,-6271.649215488898,54752.48131800729,,0.0690140396831116,230.0
12,13,1453.0,1642.0,850233.9816141198,922.0813311137671,112172.00708891793,1239.0368344958492,738061.974525202,1544.4889958902365,9.44537391180997,0.06900000000000019,232.0
