,id,xcenter,ycenter,aperture_sum,aperture_sum_err,total_bkg,total_bkg_err,corrected_sum,corrected_sum_err,magnitudes,magnitudes_err,star_id
0,1,2322.0,66.0,556138.6198471175,745.7470209797651,542497.6129127243,62264.51161280449,13641.006934393197,62268.97738842646,14.545305665345678,0.054001036883165265,6.0
1,2,747.0,162.0,859770.0991289825,927.2378863117594,548265.754136122,1449.6107242498947,311504.34499286057,1720.7967194506746,11.148761467694555,0.05400000000000296,19.0
2,3,1836.0,351.0,549978.2411322668,741.6051786819614,547947.7081103796,1482.842708106287,2030.5330218871823,1657.9507646585562,16.6133965979131,0.05400149717737704,44.0
3,4,2807.0,578.0,550591.5189672606,742.0185436277162,549604.8215117342,1450.1267875226856,986.697455526446,1628.9442037645922,17.396961718953822,0.05402591483401006,77.0
4,5,2914.0,600.0,554450.3656825866,744.6142391951907,549979.6303759337,1472.3409950983973,4470.735306652845,1649.9207165980952,15.756474344870888,0.05400006309374568,83.0
5,6,2623.0,919.0,560153.8770215645,748.4342843823855,549142.9365856057,1413.266863921857,11010.940435958793,1599.211401503408,14.777860706306383,0.05400000161098076,134.0
6,7,2316.0,958.0,555780.2116741111,745.5066826128776,548462.7462751732,1377.2662884359868,7317.465398937929,1566.0915181057258,15.221520045781014,0.05400000792077689,136.0
7,8,82.0,1082.0,547337.2554468571,739.8224475292255,546679.19527518,1945.4712895770656,658.0601716770325,2081.3927530470514,17.836757723517373,0.054213483479662636,164.0
8,9,2419.0,1314.0,549973.3492586198,741.6018806269337,548594.902116257,1349.752805241291,1378.4471423628274,1540.0668766667698,17.03394644609466,0.054006082336978366,194.0
9,10,2031.0,1409.0,1420290.8527782974,1191.759563550502,548988.883042839,1450.222734460707,871301.9697354584,1877.0820005691742,10.032,0.05400000000000011,203.0
10,11,1259.0,1556.0,3028175.1902018655,1740.1652760527913,550120.7137170815,1888.370429449551,2478054.476484784,2567.901490867469,8.897144615870083,0.054000000000000055,218.0
11,12,3284.0,1627.0,551672.044327274,742.7462845540813,565319.005144902,90830.09064809182,-13646.960817628074,90833.12743258264,,0.05400220248086635,230.0
12,13,1453.0,1642.0,1831740.51486847,1353.4180886509798,548840.9238318695,1850.4470222857267,1282899.5910366005,2292.5738166902684,9.611940072864629,0.05400000000000007,232.0
13,14,773.0,1901.0,546681.5432126542,739.379160372088,546602.6073031448,1293.2105971500023,78.93590950942598,1489.6560647926754,20.139235196271,0.24509904654927292,264.0
14,15,2121.0,1995.0,549274.9448039831,741.1308549707944,547704.012386573,1293.8824191320741,1570.9324174100766,1491.1092041593765,16.892027985102217,0.0540033802712108,279.0
15,16,1880.0,2075.0,548214.0019168494,740.4147496076324,547191.7031394765,1334.5554926159612,1022.2987773729255,1526.1888363855778,17.358477136099218,0.05401974249523027,292.0
16,17,1728.0,2316.0,1455257.5503280698,1206.34056022932,548630.7072996954,1369.7857582235456,906626.8430283745,1825.2590420777112,9.988850306284727,0.0540000000000001,325.0
17,18,3191.0,2514.0,551483.1420802543,742.6191093061691,549525.9294241813,1341.0815901815402,1957.212656072923,1532.9654180804393,16.653326701069762,0.05400148280122382,350.0
