,id,xcenter,ycenter,aperture_sum,aperture_sum_err,total_bkg,total_bkg_err,corrected_sum,corrected_sum_err,magnitudes,magnitudes_err,star_id
0,1,3290.0,32.0,463428.3829199533,680.7557447356751,370942.51750530914,258059.30487105122,92485.86541464418,258060.20278011513,12.467233327783104,0.05400000842785049,0
1,2,152.0,34.0,498404.0504817104,705.9773732573099,365915.1567639733,258061.95049386317,132488.8937177371,258062.9161595068,12.076973055215529,0.05400000200128783,1
2,3,3607.0,35.0,521536.3035989854,722.174704349591,366812.7540715285,259806.64166889095,154723.54952745693,259807.64536782037,11.908530689481633,0.05400000109057223,2
3,4,2452.0,42.0,550315.4718342973,741.8325092049497,370490.25875691115,257660.76396486437,179825.21307738614,257661.83186966061,11.745295280654044,0.054000000587860295,3
4,5,2978.0,47.0,553139.3563350961,743.7333899497052,394373.93096076103,247972.8306940096,158765.42537433503,247973.9460140022,11.880531911302667,0.05400000089611686,4
5,6,1466.0,58.0,549993.4393361635,741.61542515455,484251.5782180903,175752.14047455497,65741.86111807317,175753.7051524847,12.837816753161452,0.05400001531148048,5
6,7,2322.0,66.0,556138.6198471175,745.7470209797651,542497.6129127243,62264.51161280449,13641.006934393197,62268.97738842646,14.545305665345678,0.054001036883165265,6
7,8,3656.0,73.0,567895.9848421492,753.5887368073727,550891.5644004891,1621.0601072488923,17004.4204416601,1787.6610012965887,14.306017153223237,0.05400000035391527,7
8,9,2093.0,81.0,549706.4170729383,741.421888746074,549285.312321817,1464.915730170356,421.1047511212528,1641.8539866907602,18.321446386134454,0.054788002320301274,8
9,10,2738.0,88.0,551060.3410416152,742.3343863862,549674.593795069,1540.973108736258,1385.7472465462051,1710.4556302516773,17.028211678764826,0.05400734571771662,9
10,11,413.0,91.0,555376.6754196644,745.2359853887093,548042.0098799361,1505.5892879401695,7334.665539728245,1679.9332659003057,15.21897095251405,0.05400000902898666,10
11,12,507.0,93.0,549274.1295113391,741.1303048000416,547986.9265676313,1576.5053282628257,1287.2029437078163,1742.0227262392655,17.108304178887465,0.054010234217158656,11
12,13,3639.0,95.0,551332.8691808471,742.5179257485948,551872.0632835017,7108.280816970649,-539.1941026545828,7146.956628032026,,0.05933222355877775,12
13,14,3388.0,99.0,550775.4873953075,742.1424980743309,550650.9792533495,1543.4556381357352,124.50814195803832,1712.609352520591,19.644427359167366,0.12296608475122695,13
14,15,3299.0,100.0,557784.0075188852,746.8493862961313,550590.0010064375,1554.8379644155982,7194.006512447726,1724.9072732755662,15.239994673010294,0.054000010285476255,14
15,16,1139.0,128.0,548696.3393405294,740.7403994877869,547810.9921173463,1489.1804502179812,885.3472231831402,1663.2362287855428,17.514637665845896,0.054041673699061654,15
16,17,1919.0,128.0,563438.3594135775,750.6253115737613,548720.4551206621,1515.6580078876057,14717.904292915366,1691.3478516405287,14.462806803380962,0.054000000564492605,16
17,18,1731.0,132.0,555592.0018461569,745.38044147921,548078.6105193493,1474.861510595121,7513.391326807556,1652.5158026399217,15.192831716630433,0.054000007934570465,17
18,19,2961.0,151.0,554272.7749534864,744.4949803332249,550016.1815347167,1480.3996512358767,4256.593418769655,1657.0624318717366,15.809766316530798,0.054000077447071256,18
19,20,747.0,162.0,859770.0991289825,927.2378863117594,548265.754136122,1449.6107242498947,311504.34499286057,1720.7967194506746,11.148761467694555,0.05400000000000296,19
20,21,3425.0,162.0,551445.4105774633,742.5937043925342,550801.9237550551,1586.7265506705976,643.4868224082747,1751.8979868720778,17.861072595421227,0.05416548943633049,20
21,22,2853.0,172.0,550334.1343865289,741.8450863623895,549677.3850510479,1494.7403261836064,656.7493354809703,1668.706917010742,17.838922634525954,0.054138414493062295,21
22,23,3438.0,178.0,551542.4303663084,742.6590254655658,550831.5943640749,1629.6831012785658,710.8360022335546,1790.924185636675,17.752998200285262,0.054116194611624015,22
23,24,2518.0,217.0,585415.1420286973,765.1242671229605,549133.8077383761,1457.3852063865133,36281.33429032122,1646.0215016623288,13.483213613613138,0.054000000014478244,23
24,25,463.0,221.0,552292.8433617731,743.1640754752955,548019.8961697086,1520.9331208738133,4272.947192064486,1692.7877602487583,15.805602925718064,0.05400007959226117,24
25,26,2258.0,225.0,549399.8924166209,741.2151455039057,548884.8822653812,1474.25679597863,515.0101512396941,1650.100903706665,18.102882266094873,0.05435719067293192,25
26,27,2101.0,228.0,554628.0049186745,744.7335127123284,993222.7759649177,2526950.1751278974,-438594.77104624326,2526950.2848704634,,0.054000001597775835,26
27,28,3677.0,235.0,666023.3426475616,816.102532901384,550960.1052620593,1590.7157731768855,115063.23738550232,1787.8478725109112,12.230080266981842,0.0540000000001689,27
28,29,2110.0,239.0,552365.9485678109,743.2132591401713,988133.7821562644,2525907.636728115,-435767.8335884535,2525907.7460682048,,0.05400000163828911,28
29,30,979.0,250.0,549934.8487435973,741.5759214480623,547973.5708314659,1486.7654275535428,1961.2779121313943,1661.447045150706,16.651073896225135,0.05400172737152591,29
30,31,2073.0,252.0,2856507.7259221924,1690.1206272393417,551474.8647509681,2628.918376069587,2305032.861171224,3125.335112056987,8.975728936617564,0.054000000000000055,30
31,32,2865.0,259.0,550205.8484228421,741.7586190811079,549908.4271761451,1486.7816117363689,297.42124669696204,1661.543080987823,18.698991765292188,0.05717346783512758,31
32,33,2291.0,262.0,548746.8372655923,740.774484529276,548812.8582721225,1428.3599550272738,-66.02100653015077,1609.0242378706203,,0.3730748656407194,32
33,34,3811.0,268.0,553980.5430321684,744.2986912795769,551226.912510784,1634.0384973322657,2753.630521384417,1795.5674180059016,16.28265757270857,0.054000519224195374,33
